,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,regional_sales_label,interval_years_2020,gloabl_sales_log,cluster_label
9188,Asphalt: Urban GT 2,DS,2006.0,Racing,Ubisoft,0.09,0.04,0.0,0.01,0.14,,,6.9,13.0,Virtuos,E10+,NA&EU,0.75,0.2649057329615257,2
9189,Pro Yaky? Spirits 2014,PS3,2014.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,,JP,0.875,0.2649057329615257,25
9190,Virtua Tennis 4,Wii,2011.0,Sports,Sega,0.05,0.08,0.0,0.01,0.14,65.0,15.0,7.5,4.0,Sega,E,NA&EU,0.875,0.2649057329615257,26
9191,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,2005.0,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14,71.0,5.0,5.5,6.0,TOSE,E10+,,0.75,0.2649057329615257,24
9192,Frank Thomas Big Hurt Baseball,PS,1996.0,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,,NA&EU,0.5,0.2649057329615257,25
9193,Power Pro Kun Pocket 8,DS,2005.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,,JP,0.75,0.2649057329615257,19
9194,Enclave,XB,2002.0,Adventure,Swing! Entertainment,0.11,0.03,0.0,0.01,0.14,66.0,28.0,8.4,13.0,Starbreeze,M,,0.625,0.2649057329615257,21
9195,Sid Meier's Pirates!,XB,2005.0,Strategy,Take-Two Interactive,0.11,0.03,0.0,0.01,0.14,,,,,,,,0.75,0.2649057329615257,12
9196,Wild ARMs XF,PSP,2007.0,Role-Playing,505 Games,0.07,0.0,0.06,0.01,0.14,64.0,22.0,6.6,19.0,Media Vision,E10+,JP&NA,0.75,0.2649057329615257,7
9197,Bottom of the 9th,PS,1996.0,Sports,Konami Digital Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,,NA&EU,0.5,0.2649057329615257,25
9198,7 Days to Die,PS4,2016.0,Action,Telltale Games,0.04,0.08,0.0,0.02,0.14,45.0,16.0,5.9,140.0,The Fun Pimps Entertainment LLC,M,NA&EU,1.0,0.2649057329615257,9
9199,Rayman Legends,PSV,2014.0,Platform,Ubisoft,0.01,0.1,0.0,0.03,0.14,87.0,8.0,8.4,159.0,Ubisoft Montpellier,E10+,EU,0.875,0.2649057329615257,0
9200,Dino Crisis 3,XB,2003.0,Action,Capcom,0.08,0.03,0.03,0.0,0.14,51.0,28.0,4.1,22.0,Capcom,M,NA&EU,0.625,0.2649057329615257,9
9201,NFL Blitz 20-03,GC,2002.0,Sports,Midway Games,0.11,0.03,0.0,0.0,0.14,72.0,11.0,tbd,,Point of View,E,,0.625,0.2649057329615257,11
9202,The King of Fighters '94 (CD),NG,1993.0,Fighting,SNK,0.0,0.0,0.14,0.0,0.14,,,,,,,JP,0.375,0.2649057329615257,25
9203,Horse Life Adventures,Wii,2008.0,Simulation,Deep Silver,0.12,0.01,0.0,0.01,0.14,,,tbd,,Neko Entertainment,E,,0.75,0.2649057329615257,4
9204,College Hoops 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,82.0,18.0,5.2,6.0,Visual Concepts,E,,0.75,0.2649057329615257,11
9205,Risen,PC,2009.0,Role-Playing,Deep Silver,0.0,0.11,0.0,0.02,0.14,77.0,32.0,8.1,676.0,Piranha Bytes,M,EU,0.75,0.2649057329615257,0
9206,Barbie Explorer,PS,2001.0,Platform,Unknown,0.08,0.05,0.0,0.01,0.14,,,,,,,NA&EU,0.625,0.2649057329615257,10
9207,Disney's Chicken Little,XB,2005.0,Platform,Disney Interactive Studios,0.1,0.03,0.0,0.0,0.14,68.0,15.0,tbd,,Avalanche Software,E10+,,0.75,0.2649057329615257,24
9208,Transformers: Devastation,XOne,2015.0,Action,Activision,0.09,0.04,0.0,0.01,0.14,75.0,25.0,7.9,55.0,PlatinumGames,T,NA&EU,1.0,0.2649057329615257,14
9209,The Darkness II,PC,2012.0,Shooter,Take-Two Interactive,0.1,0.03,0.0,0.01,0.14,77.0,20.0,7.6,448.0,Digital Extremes,M,,0.875,0.2649057329615257,22
9210,Age of Empires: Collector's Edition,PC,2000.0,Strategy,Ubisoft,0.02,0.1,0.0,0.02,0.14,,,8,6.0,Ensemble Studios,T,EU,0.625,0.2649057329615257,6
9211,Agile Warrior F-111X,PS,1995.0,Simulation,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,,,,,,,NA&EU,0.5,0.2649057329615257,10
9212,Jikkyou Powerful Pro Yakyuu Wii,Wii,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,,JP,0.75,0.2649057329615257,25
9213,Eragon,X360,2006.0,Action,Vivendi Games,0.12,0.01,0.0,0.01,0.14,48.0,32.0,5.7,24.0,Stormfront Studios,T,,0.75,0.2649057329615257,21
9214,Dynasty Warriors 7: Empires,PS3,2012.0,Action,Ubisoft Annecy,0.0,0.0,0.14,0.0,0.14,63.0,20.0,8,22.0,Omega Force,T,JP,0.875,0.2649057329615257,5
9215,Super Puzzle Fighter II Turbo,PS,1996.0,Puzzle,Virgin Interactive,0.08,0.05,0.0,0.01,0.14,83.0,9.0,7.4,5.0,Capcom,E,NA&EU,0.5,0.2649057329615257,15
9216,Star Wars: Jedi Power Battles,GBA,2002.0,Action,THQ,0.1,0.04,0.0,0.0,0.14,58.0,8.0,tbd,,HotGen,T,,0.625,0.2649057329615257,8
9217,Scene It? Bright Lights! Big Screen!,Wii,2009.0,Misc,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14,,,,,,,,0.75,0.2649057329615257,12
9218,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2002.0,Fighting,Namco Bandai Games,0.04,0.01,0.08,0.0,0.14,,,,,,,JP&NA,0.625,0.2649057329615257,10
9219,Bejeweled 3,X360,,Puzzle,Unknown,0.13,0.0,0.0,0.01,0.14,78.0,13.0,8.4,11.0,PopCap,E,,0.125,0.2649057329615257,8
9220,Space Venus starring Morning Musume,PS2,2001.0,Misc,Sony Music Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,,JP,0.625,0.2649057329615257,19
9221,To Heart,PS,1999.0,Adventure,Aqua Plus,0.0,0.0,0.13,0.01,0.14,,,,,,,JP,0.5,0.2649057329615257,25
9222,Let's Cheer,X360,2011.0,Misc,Take-Two Interactive,0.12,0.0,0.0,0.01,0.14,,,,,,,,0.875,0.2649057329615257,12
9223,RockMan & Forte,SNES,1998.0,Platform,Capcom,0.0,0.0,0.14,0.0,0.14,,,,,,,JP,0.5,0.2649057329615257,25
9224,Doukyuusei,TG16,1995.0,Adventure,NEC,0.0,0.0,0.14,0.0,0.14,,,,,,,JP,0.5,0.2649057329615257,3
9225,Dead Island Definitive Collection,PS4,2016.0,Action,Deep Silver,0.03,0.07,0.01,0.02,0.14,63.0,32.0,6.4,45.0,Techland,M,NA&EU,1.0,0.2649057329615257,9
9226,Dragon Age: Origins - Ultimate Edition,PC,2010.0,Role-Playing,Electronic Arts,0.0,0.12,0.0,0.02,0.14,,,,,,,EU,0.875,0.2649057329615257,23
9227,MySims Collection,Wii,2010.0,Misc,Electronic Arts,0.13,0.0,0.0,0.01,0.14,,,tbd,,Full Fat,E,,0.875,0.2649057329615257,4
9228,Master Jin Jin's IQ Challenge,DS,2006.0,Misc,505 Games,0.13,0.0,0.0,0.01,0.14,38.0,4.0,tbd,,Astroll,E,,0.75,0.2649057329615257,4
9229,Blazing Angels 2: Secret Missions of WWII,X360,2007.0,Simulation,Ubisoft,0.11,0.02,0.0,0.01,0.14,72.0,24.0,7.8,12.0,Ubisoft Romania,T,,0.75,0.2649057329615257,21
9230,The History Channel: Civil War - A Nation Divided,X360,2006.0,Shooter,Activision,0.13,0.0,0.0,0.01,0.14,,,,,,,,0.75,0.2649057329615257,12
9231,Rayman Arena,GC,2002.0,Racing,Ubisoft,0.11,0.03,0.0,0.0,0.14,60.0,10.0,7.2,6.0,Ubisoft,E,,0.625,0.2649057329615257,8
9232,FIFA 06 Soccer,GC,2005.0,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14,,,,,,,,0.75,0.2649057329615257,12
9233,DmC: Devil May Cry,XOne,2015.0,Action,Capcom,0.08,0.04,0.0,0.01,0.14,,,,,,,NA&EU,1.0,0.2649057329615257,10
9234,How to Train Your Dragon,X360,2010.0,Action,Activision,0.11,0.02,0.0,0.01,0.14,58.0,23.0,7.6,10.0,Etranges Libellules,E10+,,0.875,0.2649057329615257,14
9235,Farming Simulator 2012,3DS,2012.0,Action,Excalibur Publishing,0.0,0.12,0.0,0.01,0.14,,,,,,,EU,0.875,0.2649057329615257,23
9236,4x4 EVO 2,GC,2002.0,Racing,Vivendi Games,0.11,0.03,0.0,0.0,0.14,56.0,7.0,tbd,,Terminal Reality,E,,0.625,0.2649057329615257,8
9237,Pro Yakyuu Netsu Star 2006,PS2,2006.0,Sports,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,,JP,0.75,0.2649057329615257,3
9238,Battlefield: Hardline,PC,2015.0,Shooter,Electronic Arts,0.0,0.13,0.0,0.01,0.14,71.0,31.0,3.8,773.0,Visceral Games,M,EU,1.0,0.2649057329615257,22
9239,Cyber Sled,PS,1995.0,Action,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.14,,,,,,,JP,0.5,0.2649057329615257,25
9240,Puyo Puyo!! 20th Anniversary,DS,2011.0,Puzzle,Sega,0.0,0.0,0.14,0.0,0.14,,,,,,,JP,0.875,0.2649057329615257,19
9241,Shining Soul,GBA,2002.0,Role-Playing,Atari,0.03,0.01,0.09,0.0,0.14,58.0,13.0,8.5,8.0,Next Entertainment,E,JP&NA,0.625,0.2649057329615257,8
9242,Brothers: A Tale of Two Sons,PS4,2015.0,Adventure,505 Games,0.03,0.08,0.0,0.02,0.14,81.0,10.0,8.6,73.0,Starbreeze,T,EU,1.0,0.2649057329615257,0
9243,Monster Lab,DS,2008.0,Role-Playing,Eidos Interactive,0.12,0.01,0.0,0.01,0.14,75.0,8.0,tbd,,Backbone Entertainment,E10+,,0.75,0.2649057329615257,24
9244,In the Hunt,PS,1995.0,Shooter,THQ,0.03,0.02,0.07,0.01,0.14,,,,,,,JP&NA,0.5,0.2649057329615257,25
9245,Daytona USA Championship Circuit Edition,SAT,1995.0,Racing,Sega,0.0,0.0,0.14,0.0,0.14,,,,,,,JP,0.5,0.2649057329615257,25
9246,Marvel vs. Capcom 2: New Age of Heroes,XB,2002.0,Fighting,Capcom,0.09,0.03,0.01,0.0,0.14,,,,,,,,0.625,0.2649057329615257,12
9247,SNK vs. Capcom: The Match of the Millennium,PS2,2006.0,Fighting,Sega,0.0,0.02,0.0,0.12,0.14,,,,,,,NA&EU,0.75,0.2649057329615257,17
9248,Dead Rising 2,PC,2010.0,Action,Capcom,0.1,0.02,0.0,0.01,0.14,78.0,17.0,6.3,211.0,Blue Castle Games,M,,0.875,0.2649057329615257,22
9249,Paws & Claws: Pet Vet 2,DS,2007.0,Simulation,THQ,0.13,0.0,0.0,0.01,0.14,,,,,,,,0.75,0.2649057329615257,12
9250,Ape Escape Academy (jp sales),PSP,2004.0,Misc,Sony Computer Entertainment,0.0,0.0,0.13,0.0,0.14,,,,,,,JP,0.625,0.2649057329615257,19
9251,Fear Factor: Unleashed,GBA,2004.0,Action,Hip Interactive,0.1,0.04,0.0,0.0,0.14,30.0,15.0,3,4.0,DC Studios,T,,0.625,0.2649057329615257,8
9252,Hard Rock Casino,PSP,2007.0,Misc,Oxygen Interactive,0.12,0.0,0.0,0.01,0.14,44.0,8.0,tbd,,Farsight Studios,T,,0.75,0.2649057329615257,24
9253,Robots,DS,2005.0,Action,Vivendi Games,0.12,0.0,0.0,0.01,0.14,,,6.7,6.0,Griptonite Games,E,,0.75,0.2649057329615257,4
9254,Houshinengi,PS,1998.0,Strategy,Tecmo Koei,0.0,0.0,0.13,0.01,0.14,,,,,,,JP,0.5,0.2649057329615257,25
9255,7th Dragon,DS,2009.0,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14,,,,,,,JP,0.75,0.2649057329615257,19
9256,Bust-A-Move Deluxe,PSP,2006.0,Puzzle,505 Games,0.13,0.0,0.0,0.01,0.14,67.0,7.0,tbd,,Taito Corporation,E,,0.75,0.2649057329615257,16
9257,Murdered: Soul Suspect,PS3,2014.0,Action,Square Enix,0.05,0.05,0.02,0.02,0.14,,,7.1,55.0,Airtight Games,M,NA&EU,0.875,0.2649057329615257,10
9258,Pet Pals: Animal Doctor,Wii,2008.0,Simulation,JoWood Productions,0.13,0.0,0.0,0.01,0.14,,,tbd,,Legacy Interactive,E10+,,0.75,0.2649057329615257,18
9259,LEGO Island Xtreme Stunts,GBA,2002.0,Racing,LEGO Media,0.1,0.04,0.0,0.0,0.14,,,,,,,,0.625,0.2649057329615257,12
9260,Shining Resonance,PS3,2014.0,Role-Playing,Sega,0.0,0.0,0.14,0.0,0.14,,,,,,,JP,0.875,0.2649057329615257,20
9261,Heroes over Europe,X360,2009.0,Simulation,Ubisoft,0.1,0.02,0.0,0.01,0.14,62.0,39.0,8.1,9.0,Transmission Games,T,,0.75,0.2649057329615257,21
9262,Alvin and the Chipmunks,DS,2007.0,Misc,Brash Entertainment,0.12,0.0,0.0,0.01,0.14,,,tbd,,Sensory Sweep,E,,0.75,0.2649057329615257,4
9263,Create,X360,2010.0,Action,Electronic Arts,0.1,0.03,0.0,0.01,0.14,60.0,19.0,5.8,10.0,EA Bright Light,E,,0.875,0.2649057329615257,8
9264,World Soccer Winning Eleven 9 Bonus Pack,PS2,2006.0,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,,,,,,,JP,0.75,0.2649057329615257,3
9265,UEFA Euro 2004: Portugal,PS2,2004.0,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.14,76.0,21.0,6.4,18.0,EA Canada,E,NA&EU,0.625,0.2649057329615257,26
9266,Happy Feet,Wii,2006.0,Action,Midway Games,0.12,0.0,0.0,0.01,0.14,46.0,11.0,6.7,16.0,Artificial Mind and Movement,E,,0.75,0.2649057329615257,8
9267,Hot Wheels: World Race,GBA,2003.0,Racing,THQ,0.1,0.04,0.0,0.0,0.14,,,6.2,5.0,THQ,E,,0.625,0.2649057329615257,4
9268,Major League Baseball 2K8,Wii,2008.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,,,,,,,,0.75,0.2649057329615257,12
9269,Lips: I Love The 80s,X360,2010.0,Misc,Microsoft Game Studios,0.0,0.12,0.0,0.02,0.14,,,,,,,EU,0.875,0.2649057329615257,12
9270,NBA Jam,XB,2003.0,Sports,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,68.0,17.0,9.1,7.0,Acclaim,E,,0.625,0.2649057329615257,11
9271,World Tour Soccer 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,77.0,21.0,7.5,10.0,SCEE London Studio,E,NA&EU,0.625,0.2649057329615257,26
9272,NBA Ballers: Chosen One,PS3,2008.0,Sports,Midway Games,0.12,0.0,0.0,0.01,0.14,54.0,23.0,6.5,4.0,Midway,E,,0.75,0.2649057329615257,16
9273,Nicktoons: MLB,Wii,2011.0,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14,,,tbd,,High Voltage Software,E,,0.875,0.2649057329615257,4
9274,NCIS,X360,2011.0,Adventure,Ubisoft,0.1,0.02,0.0,0.01,0.14,35.0,11.0,4.7,7.0,Ubisoft,T,,0.875,0.2649057329615257,21
9275,Travel Games For Dummies,DS,2008.0,Misc,Electronic Arts,0.12,0.0,0.0,0.01,0.14,62.0,5.0,tbd,,Electronic Arts,E,,0.75,0.2649057329615257,16
9276,Interactive Sampler Disc 6,PS,1997.0,Misc,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,,NA&EU,0.5,0.2649057329615257,10
9277,Shinobido 2: Tales of the Ninja,PSV,2011.0,Action,Sony Computer Entertainment,0.04,0.05,0.02,0.02,0.14,,,,,,,NA&EU,0.875,0.2649057329615257,10
9278,Apex,XB,2003.0,Racing,Atari,0.1,0.03,0.0,0.0,0.14,74.0,26.0,9.1,7.0,Milestone S.r.l,E,,0.625,0.2649057329615257,11
9279,Kamen Rider Battle: Ganbaride,DS,2010.0,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,,JP,0.875,0.2649057329615257,19
9280,Persona 4: Arena Ultimax,PS3,2014.0,Fighting,Atlus,0.0,0.0,0.13,0.0,0.14,84.0,38.0,8.1,85.0,Arc System Works,T,JP,0.875,0.2649057329615257,7
9281,Tomb Raider: The Prophecy,GBA,2002.0,Action,Ubisoft,0.1,0.04,0.0,0.0,0.14,66.0,20.0,8.8,13.0,Ubisoft Milan,T,,0.625,0.2649057329615257,8
9282,Vampire Night,PS2,2001.0,Shooter,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,65.0,18.0,8,5.0,Wow Entertainment,T,NA&EU,0.625,0.2649057329615257,5
9283,Valhalla Knights: Eldar Saga,Wii,2009.0,Role-Playing,Rising Star Games,0.1,0.01,0.01,0.01,0.14,35.0,17.0,6.7,19.0,"K2, Kurogane",T,,0.75,0.2649057329615257,24
9284,Guilty Gear,PS,1998.0,Fighting,Virgin Interactive,0.03,0.02,0.07,0.01,0.14,,,,,,,JP&NA,0.5,0.2649057329615257,25
9285,Rio,PS3,2011.0,Misc,THQ,0.04,0.07,0.0,0.02,0.14,65.0,8.0,tbd,,Eurocom Entertainment Software,E10+,NA&EU,0.875,0.2649057329615257,24
9286,Scene It? Bright Lights! Big Screen!,X360,2009.0,Misc,Warner Bros. Interactive Entertainment,0.12,0.0,0.0,0.01,0.14,,,,,,,,0.75,0.2649057329615257,12
9287,World Championship Poker 2: Featuring Howard Lederer,PSP,2005.0,Misc,505 Games,0.12,0.0,0.0,0.01,0.14,65.0,17.0,2.8,17.0,Crave,T,,0.75,0.2649057329615257,24
9288,BIT.TRIP SAGA,3DS,2011.0,Misc,Rising Star Games,0.09,0.04,0.0,0.01,0.14,75.0,21.0,7.8,24.0,Gaijin Games,E,NA&EU,0.875,0.2649057329615257,26
9289,Mary-Kate and Ashley: Crush Course,PS,2001.0,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,,NA&EU,0.625,0.2649057329615257,10
9290,NHL Breakaway 98,PS,1996.0,Sports,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,,,,,,,NA&EU,0.5,0.2649057329615257,25
9291,Where the Wild Things Are,DS,2009.0,Platform,Warner Bros. Interactive Entertainment,0.12,0.0,0.0,0.01,0.14,,,tbd,,WayForward,E,,0.75,0.2649057329615257,4
9292,Metal Slug 7,DS,2008.0,Shooter,Ignition Entertainment,0.12,0.0,0.01,0.01,0.14,70.0,38.0,7.4,13.0,SNK Playmore,T,,0.75,0.2649057329615257,21
9293,Call of Duty: Infinite Warfare,PC,2016.0,Shooter,Activision,0.04,0.08,0.0,0.01,0.14,73.0,16.0,3,440.0,Infinity Ward,M,NA&EU,1.0,0.2649057329615257,22
9294,Disney's Cinderella: Magical Dreams,GBA,,Platform,Disney Interactive Studios,0.1,0.04,0.0,0.0,0.14,69.0,7.0,tbd,,Culture Brain,E,,0.125,0.2649057329615257,8
9295,MotoGP '06,X360,2006.0,Racing,THQ,0.11,0.01,0.0,0.01,0.14,80.0,50.0,7.7,13.0,"Climax Group, Climax Studios",E,,0.75,0.2649057329615257,11
9296,Tiger Woods PGA Tour 2005,GC,2004.0,Sports,Electronic Arts,0.1,0.03,0.0,0.0,0.14,88.0,18.0,tbd,,EA Sports,E,,0.625,0.2649057329615257,11
9297,G.I. Joe: The Rise of Cobra,DS,2009.0,Action,Electronic Arts,0.11,0.01,0.0,0.01,0.14,47.0,16.0,7.5,4.0,Backbone Entertainment,E10+,,0.75,0.2649057329615257,16
9298,Spider-Man: Edge of Time,DS,2011.0,Action,Activision,0.12,0.01,0.0,0.01,0.14,50.0,6.0,tbd,,"Beenox, Other Ocean Interactive",E10+,,0.875,0.2649057329615257,16
9299,Gourmet Chef: Cook Your Way to Fame,DS,2008.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,,,tbd,,Ubisoft,E,,0.75,0.2649057329615257,4
9300,Fashion Studio: Paris Collection,DS,2009.0,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,,,tbd,,Ubisoft,E,,0.75,0.2649057329615257,4
9301,Salt Lake 2002,PS2,2002.0,Sports,Eidos Interactive,0.07,0.05,0.0,0.02,0.14,49.0,11.0,3.5,6.0,Attention To Detail,E,NA&EU,0.625,0.2649057329615257,26
9302,ESPN MLB Baseball,XB,2004.0,Sports,Sega,0.1,0.03,0.0,0.0,0.14,,,,,,,,0.625,0.2649057329615257,12
9303,Gladius,XB,2003.0,Strategy,Activision,0.1,0.03,0.0,0.0,0.14,79.0,31.0,8.5,22.0,LucasArts,T,,0.625,0.2649057329615257,21
9304,Legends of Wrestling,XB,2002.0,Fighting,Acclaim Entertainment,0.1,0.03,0.0,0.0,0.14,65.0,10.0,5.8,4.0,Acclaim,T,,0.625,0.2649057329615257,21
9305,Queen's Gate: Spiral Chaos,PSP,2011.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,,,,,,,JP,0.875,0.2649057329615257,20
9306,Nayuta no Kiseki,PSP,2012.0,Action,Nihon Falcom Corporation,0.0,0.0,0.14,0.0,0.14,,,,,,,JP,0.875,0.2649057329615257,20
9307,Magnetica,DS,2006.0,Puzzle,Nintendo,0.08,0.01,0.03,0.01,0.14,68.0,33.0,8.1,11.0,Mitchell,E,JP&NA,0.75,0.2649057329615257,16
9308,Red Orchestra 2: Heroes of Stalingrad,PC,2011.0,Shooter,Tripwire Interactive,0.04,0.07,0.0,0.02,0.14,76.0,49.0,7.3,729.0,Tripwire Interactive,M,NA&EU,0.875,0.2649057329615257,22
9309,Spy Hunter 2,XB,2003.0,Racing,Midway Games,0.1,0.03,0.0,0.0,0.13,57.0,22.0,tbd,,Midway,T,,0.625,0.2574949357461536,21
9310,Open Season,DS,2006.0,Platform,Ubisoft,0.12,0.0,0.0,0.01,0.13,72.0,4.0,tbd,,Ubisoft Quebec,E,,0.75,0.2574949357461536,16
9311,Avatar: The Last Airbender - The Burning Earth,X360,2007.0,Action,THQ,0.11,0.01,0.0,0.01,0.13,,,,,,,,0.75,0.2574949357461536,12
9312,LEGO The Lord of the Rings,DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.0,0.12,0.0,0.01,0.13,,,tbd,,TT Games,E10+,EU,0.875,0.2574949357461536,2
9313,Backyard Soccer,PS,2001.0,Sports,Infogrames,0.07,0.05,0.0,0.01,0.13,,,tbd,,Humongous Entertainment,E,NA&EU,0.625,0.2574949357461536,10
9314,Imagine: Fashion Stylist,DS,2010.0,Simulation,Ubisoft,0.13,0.0,0.0,0.01,0.13,,,tbd,,Magic Pockets,E,,0.875,0.2574949357461536,2
9315,Final Fantasy XI: Rise of the Zilart,PS2,2003.0,Role-Playing,Square Enix,0.0,0.0,0.13,0.0,0.13,,,,,,,JP,0.625,0.2574949357461536,3
9316,Your Shape: Fitness Evolved 2013,WiiU,2012.0,Action,Ubisoft,0.06,0.07,0.0,0.01,0.13,76.0,8.0,6.3,16.0,Blue Byte,E10+,NA&EU,0.875,0.2574949357461536,14
9317,Monster Jam,DS,2007.0,Racing,Activision,0.12,0.0,0.0,0.01,0.13,,,tbd,,Torus Games,E,,0.75,0.2574949357461536,4
9318,James Bond 007: Nightfire,GBA,2003.0,Shooter,Electronic Arts,0.1,0.04,0.0,0.0,0.13,66.0,6.0,8.1,9.0,JV Games Inc.,T,,0.625,0.2574949357461536,8
9319,Let's Play Ballerina,DS,2010.0,Sports,Deep Silver,0.13,0.0,0.0,0.01,0.13,,,tbd,,,,,0.875,0.2574949357461536,4
9320,Nobunaga no Yabou: Tendou,PS3,2010.0,Strategy,Tecmo Koei,0.0,0.0,0.13,0.0,0.13,,,,,,,JP,0.875,0.2574949357461536,20
9321,Back At The Barnyard: Slop Bucket Games,DS,2008.0,Sports,THQ,0.12,0.0,0.0,0.01,0.13,49.0,4.0,tbd,,THQ,E,,0.75,0.2574949357461536,16
9322,Medalot 7,3DS,2012.0,Action,Rocket Company,0.0,0.0,0.13,0.0,0.13,,,,,,,JP,0.875,0.2574949357461536,20
9323,Bio FREAKS,PS,1998.0,Action,GT Interactive,0.07,0.05,0.0,0.01,0.13,,,,,,,NA&EU,0.5,0.2574949357461536,10
9324,Little League World Series Baseball 2009,DS,2009.0,Sports,Activision,0.12,0.0,0.0,0.01,0.13,,,tbd,,Black Lantern Studios,E,,0.75,0.2574949357461536,4
9325,Castlevania Chronicles,PS,2001.0,Platform,Konami Digital Entertainment,0.07,0.05,0.0,0.01,0.13,69.0,16.0,7,13.0,Konami,T,NA&EU,0.625,0.2574949357461536,5
9326,Suzumiya Haruhi no Tomadoi,PS2,2008.0,Adventure,Banpresto,0.0,0.0,0.13,0.0,0.13,,,,,,,JP,0.75,0.2574949357461536,3
9327,International Cricket 2010,X360,2010.0,Sports,Codemasters,0.0,0.12,0.0,0.02,0.13,,,,,,,EU,0.875,0.2574949357461536,23
9328,GoldenEye 007 (2010),DS,2010.0,Action,Activision,0.1,0.03,0.0,0.01,0.13,,,,,,,,0.875,0.2574949357461536,4
9329,Bratz,GBA,2002.0,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.13,,,tbd,,DC Studios,E,,0.625,0.2574949357461536,4
9330,Pinball Hall of Fame: The Gottlieb Collection,Wii,2006.0,Misc,System 3 Arcade Software,0.12,0.0,0.0,0.01,0.13,,,tbd,,Farsight Studios,E,,0.75,0.2574949357461536,4
9331,King Arthur,PS2,2004.0,Action,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13,59.0,22.0,8,10.0,Krome Studios,T,NA&EU,0.625,0.2574949357461536,5
9332,FIFA Street 2,PSP,2006.0,Sports,Electronic Arts,0.07,0.05,0.0,0.02,0.13,58.0,6.0,6.9,17.0,EA Canada,E,NA&EU,0.75,0.2574949357461536,26
9333,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005.0,Misc,D3Publisher,0.0,0.0,0.13,0.0,0.13,,,,,,,JP,0.75,0.2574949357461536,19
9334,The Guy Game,PS2,2004.0,Misc,Gathering of Developers,0.07,0.05,0.0,0.02,0.13,48.0,20.0,6.7,13.0,Top Heavy Studios,M,NA&EU,0.625,0.2574949357461536,15
9335,Rurouni Kenshin: Enjou! Kyoto Rinne,PS2,2006.0,Action,Banpresto,0.0,0.0,0.13,0.0,0.13,,,,,,,JP,0.75,0.2574949357461536,3
9336,Blade II,XB,2002.0,Action,Activision,0.1,0.03,0.0,0.0,0.13,53.0,20.0,4,4.0,Mucky Foot Productions,M,,0.625,0.2574949357461536,6
9337,Rogue Warrior,PS3,2009.0,Shooter,Bethesda Softworks,0.11,0.01,0.0,0.01,0.13,27.0,24.0,2.8,66.0,Rebellion,M,,0.75,0.2574949357461536,9
9338,Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13,,,,,,,JP,0.875,0.2574949357461536,20
9339,Baseball Advance,GBA,2002.0,Sports,Sega,0.1,0.04,0.0,0.0,0.13,80.0,16.0,7.8,5.0,Smilebit,E,,0.625,0.2574949357461536,11
